seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_en_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_sw_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_ur_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_en_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_sw_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.7135432958602905,0,0.7135432958602905,0.5996007984031936,0.6500998003992016,0.6766467065868264,0.6295409181636726,,0.6982035928143713,0.6982035928143713,0.554690618762475,0.6415169660678642,,0.437125748502994,0.5964071856287425,,0.651497005988024,0.6508982035928144,0.6237025948103793,0.7740518962075849,0.5996007984031936,0.6500998003992016,0.6766467065868264,0.6295409181636726,,0.6982035928143713,0.6982035928143713,0.554690618762475,0.6415169660678642,,0.437125748502994,0.5964071856287425,,0.651497005988024,0.6508982035928144,0.6237025948103793,0.7740518962075849
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.5881907343864441,0,0.5881907343864441,0.6101796407185629,0.6477045908183633,0.6766467065868264,0.6357285429141717,,0.7031936127744511,0.7017964071856287,0.5584830339321357,0.6463073852295409,,0.42654690618762475,0.5968063872255489,,0.6497005988023952,0.6542914171656686,0.6256154357950765,0.7758483033932135,0.6101796407185629,0.6477045908183633,0.6766467065868264,0.6357285429141717,,0.7031936127744511,0.7017964071856287,0.5584830339321357,0.6463073852295409,,0.42654690618762475,0.5968063872255489,,0.6497005988023952,0.6542914171656686,0.6256154357950765,0.7758483033932135
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_fastalign,24544,24544,392704,392704,0.5193949937820435,0,0.5193949937820435,0.5924151696606786,0.6471057884231537,0.6702594810379241,0.6249500998003992,,0.7047904191616766,0.7015968063872255,0.5497005988023952,0.6477045908183633,,0.4311377245508982,0.593812375249501,,0.6586826347305389,0.6610778443113773,0.6236027944111776,0.7750499001996008,0.5924151696606786,0.6471057884231537,0.6702594810379241,0.6249500998003992,,0.7047904191616766,0.7015968063872255,0.5497005988023952,0.6477045908183633,,0.4311377245508982,0.593812375249501,,0.6586826347305389,0.6610778443113773,0.6236027944111776,0.7750499001996008
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.5814586281776428,0,0.5814586281776428,0.6085828343313373,0.6538922155688622,0.6738522954091817,0.6343313373253493,,0.7027944111776447,0.7025948103792415,0.5558882235528942,0.6532934131736527,,0.44510978043912175,0.6015968063872256,,0.6506986027944112,0.654690618762475,0.6281104457751163,0.7740518962075849,0.6085828343313373,0.6538922155688622,0.6738522954091817,0.6343313373253493,,0.7027944111776447,0.7025948103792415,0.5558882235528942,0.6532934131736527,,0.44510978043912175,0.6015968063872256,,0.6506986027944112,0.654690618762475,0.6281104457751163,0.7740518962075849
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.17733906209468842,0,0.17733906209468842,0.6111776447105789,0.6518962075848304,0.6750499001996008,0.6359281437125749,,0.7047904191616766,0.7017964071856287,0.5590818363273453,0.643313373253493,,0.444311377245509,0.6007984031936128,,0.6588822355289421,0.6550898203592814,0.6285096473719228,0.7768463073852295,0.6111776447105789,0.6518962075848304,0.6750499001996008,0.6359281437125749,,0.7047904191616766,0.7017964071856287,0.5590818363273453,0.643313373253493,,0.444311377245509,0.6007984031936128,,0.6588822355289421,0.6550898203592814,0.6285096473719228,0.7768463073852295
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.6536962389945984,0,0.6536962389945984,0.6125748502994012,0.6584830339321357,0.6754491017964072,0.6373253493013972,,0.6990019960079841,0.7021956087824351,0.5606786427145709,0.6435129740518962,,0.4339321357285429,0.605189620758483,,0.6568862275449102,0.6502994011976048,0.627960745176314,0.7770459081836327,0.6125748502994012,0.6584830339321357,0.6754491017964072,0.6373253493013972,,0.6990019960079841,0.7021956087824351,0.5606786427145709,0.6435129740518962,,0.4339321357285429,0.605189620758483,,0.6568862275449102,0.6502994011976048,0.627960745176314,0.7770459081836327
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.5529837608337402,0,0.5529837608337402,0.6099800399201597,0.6558882235528942,0.669061876247505,0.6445109780439122,,0.7007984031936128,0.7011976047904191,0.5528942115768463,0.6522954091816368,,0.43892215568862275,0.6119760479041916,,0.6572854291417166,0.6580838323353293,0.6294078509647372,0.7816367265469062,0.6099800399201597,0.6558882235528942,0.669061876247505,0.6445109780439122,,0.7007984031936128,0.7011976047904191,0.5528942115768463,0.6522954091816368,,0.43892215568862275,0.6119760479041916,,0.6572854291417166,0.6580838323353293,0.6294078509647372,0.7816367265469062
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_awesome,24544,24544,392704,392704,0.605516254901886,0,0.605516254901886,0.6027944111776448,0.6582834331337325,0.6626746506986028,0.6349301397205589,,0.6980039920159681,0.6996007984031936,0.555688622754491,0.6429141716566866,,0.4656686626746507,0.600998003992016,,0.6620758483033932,0.6502994011976048,0.6278276779773785,0.7790419161676647,0.6027944111776448,0.6582834331337325,0.6626746506986028,0.6349301397205589,,0.6980039920159681,0.6996007984031936,0.555688622754491,0.6429141716566866,,0.4656686626746507,0.600998003992016,,0.6620758483033932,0.6502994011976048,0.6278276779773785,0.7790419161676647
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5644727349281311,0,0.5644727349281311,0.6063872255489022,0.6459081836327345,0.667065868263473,0.6387225548902196,,0.7053892215568862,0.6998003992015968,0.5678642714570858,0.6431137724550898,,0.4241516966067864,0.6033932135728542,,0.6614770459081837,0.6542914171656686,0.6264637391882901,0.7758483033932135,0.6063872255489022,0.6459081836327345,0.667065868263473,0.6387225548902196,,0.7053892215568862,0.6998003992015968,0.5678642714570858,0.6431137724550898,,0.4241516966067864,0.6033932135728542,,0.6614770459081837,0.6542914171656686,0.6264637391882901,0.7758483033932135
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.18791134655475616,0,0.18791134655475616,0.6067864271457086,0.6500998003992016,0.6744510978043912,0.6415169660678642,,0.7087824351297405,0.6998003992015968,0.5624750499001996,0.6469061876247505,,0.4117764471057884,0.6087824351297405,,0.6662674650698602,0.6544910179640718,0.6276779773785762,0.7786427145708583,0.6067864271457086,0.6500998003992016,0.6744510978043912,0.6415169660678642,,0.7087824351297405,0.6998003992015968,0.5624750499001996,0.6469061876247505,,0.4117764471057884,0.6087824351297405,,0.6662674650698602,0.6544910179640718,0.6276779773785762,0.7786427145708583
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.6842844486236572,0,0.6842844486236572,0.6137724550898204,0.6568862275449102,0.6672654690618762,0.6367265469061876,,0.707185628742515,0.7049900199600798,0.5534930139720559,0.6506986027944112,,0.45808383233532934,0.6017964071856288,,0.6610778443113773,0.6604790419161677,0.6310379241516966,0.7766467065868263,0.6137724550898204,0.6568862275449102,0.6672654690618762,0.6367265469061876,,0.707185628742515,0.7049900199600798,0.5534930139720559,0.6506986027944112,,0.45808383233532934,0.6017964071856288,,0.6610778443113773,0.6604790419161677,0.6310379241516966,0.7766467065868263
31,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.5085231065750122,0,0.5085231065750122,0.5888223552894212,0.6349301397205589,0.6582834331337325,0.6151696606786428,,0.7003992015968064,0.7019960079840319,0.5453093812375249,0.6341317365269461,,0.3656686626746507,0.5786427145708583,,0.5389221556886228,0.6407185628742516,0.6002495009980039,0.7754491017964071,0.5888223552894212,0.6349301397205589,0.6582834331337325,0.6151696606786428,,0.7003992015968064,0.7019960079840319,0.5453093812375249,0.6341317365269461,,0.3656686626746507,0.5786427145708583,,0.5389221556886228,0.6407185628742516,0.6002495009980039,0.7754491017964071
42,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.2601216435432434,0,0.2601216435432434,0.5906187624750499,0.6357285429141717,0.6552894211576846,0.6035928143712574,,0.704191616766467,0.7091816367265469,0.5295409181636727,0.6389221556886228,,0.35768463073852297,0.5652694610778443,,0.601996007984032,0.6457085828343313,0.6031437125748502,0.7796407185628742,0.5906187624750499,0.6357285429141717,0.6552894211576846,0.6035928143712574,,0.704191616766467,0.7091816367265469,0.5295409181636727,0.6389221556886228,,0.35768463073852297,0.5652694610778443,,0.601996007984032,0.6457085828343313,0.6031437125748502,0.7796407185628742
66,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.8045719861984253,0,0.8045719861984253,0.5904191616766467,0.6295409181636726,0.6562874251497006,0.604191616766467,,0.6988023952095809,0.7055888223552894,0.5407185628742515,0.6313373253493014,,0.3598802395209581,0.5666666666666667,,0.5584830339321357,0.6281437125748504,0.59750499001996,0.7784431137724551,0.5904191616766467,0.6295409181636726,0.6562874251497006,0.604191616766467,,0.6988023952095809,0.7055888223552894,0.5407185628742515,0.6313373253493014,,0.3598802395209581,0.5666666666666667,,0.5584830339321357,0.6281437125748504,0.59750499001996,0.7784431137724551
23,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.5887794494628906,0,0.5887794494628906,0.5916167664670658,0.6335329341317365,0.6542914171656686,0.6073852295409181,,0.7025948103792415,0.692814371257485,0.5469061876247505,0.6375249500998004,,0.35469061876247504,0.569061876247505,,0.5872255489021956,0.6311377245508982,0.600731869594145,0.7790419161676647,0.5916167664670658,0.6335329341317365,0.6542914171656686,0.6073852295409181,,0.7025948103792415,0.692814371257485,0.5469061876247505,0.6375249500998004,,0.35469061876247504,0.569061876247505,,0.5872255489021956,0.6311377245508982,0.600731869594145,0.7790419161676647
17,distilbert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.525029718875885,0,0.525029718875885,0.5972055888223553,0.637125748502994,0.6610778443113773,0.6103792415169661,,0.694810379241517,0.6972055888223553,0.5417165668662675,0.637125748502994,,0.3664670658682635,0.5698602794411177,,0.5924151696606786,0.6477045908183633,0.604424484364604,0.7862275449101797,0.5972055888223553,0.637125748502994,0.6610778443113773,0.6103792415169661,,0.694810379241517,0.6972055888223553,0.5417165668662675,0.637125748502994,,0.3664670658682635,0.5698602794411177,,0.5924151696606786,0.6477045908183633,0.604424484364604,0.7862275449101797
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5477489829063416,0,0.5477489829063416,0.6013972055888224,0.649500998003992,0.6632734530938124,0.6313373253493014,,0.7023952095808383,0.6976047904191617,0.5654690618762475,0.639121756487026,,0.4293413173652695,0.601996007984032,,0.6522954091816368,0.6469061876247505,0.6233865602129076,0.7798403193612774,0.6013972055888224,0.649500998003992,0.6632734530938124,0.6313373253493014,,0.7023952095808383,0.6976047904191617,0.5654690618762475,0.639121756487026,,0.4293413173652695,0.601996007984032,,0.6522954091816368,0.6469061876247505,0.6233865602129076,0.7798403193612774
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.6248905062675476,0,0.6248905062675476,0.6013972055888224,0.6485029940119761,0.6722554890219561,0.6269461077844312,,0.706187624750499,0.7053892215568862,0.5636726546906188,0.6347305389221557,,0.4616766467065868,0.6095808383233533,,0.668063872255489,0.651497005988024,0.6291583499667333,0.782435129740519,0.6013972055888224,0.6485029940119761,0.6722554890219561,0.6269461077844312,,0.706187624750499,0.7053892215568862,0.5636726546906188,0.6347305389221557,,0.4616766467065868,0.6095808383233533,,0.668063872255489,0.651497005988024,0.6291583499667333,0.782435129740519
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.5746656060218811,0,0.5746656060218811,0.6085828343313373,0.6574850299401198,0.6754491017964072,0.6453093812375249,,0.7065868263473054,0.693812375249501,0.5604790419161677,0.643313373253493,,0.48223552894211574,0.6157684630738522,,0.6594810379241517,0.6500998003992016,0.6332168995342649,0.7820359281437126,0.6085828343313373,0.6574850299401198,0.6754491017964072,0.6453093812375249,,0.7065868263473054,0.693812375249501,0.5604790419161677,0.643313373253493,,0.48223552894211574,0.6157684630738522,,0.6594810379241517,0.6500998003992016,0.6332168995342649,0.7820359281437126
42,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.19324979186058044,0,0.19324979186058044,0.6057884231536926,0.6644710578842316,0.6746506986027944,0.6359281437125749,,0.7111776447105789,0.6966067864271457,0.5636726546906188,0.6431137724550898,,0.48942115768463074,0.6075848303393213,,0.6622754491017964,0.6439121756487026,0.6332168995342649,0.7798403193612774,0.6057884231536926,0.6644710578842316,0.6746506986027944,0.6359281437125749,,0.7111776447105789,0.6966067864271457,0.5636726546906188,0.6431137724550898,,0.48942115768463074,0.6075848303393213,,0.6622754491017964,0.6439121756487026,0.6332168995342649,0.7798403193612774
66,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.767937183380127,0,0.767937183380127,0.601996007984032,0.6616766467065869,0.670059880239521,0.6411177644710578,,0.7059880239520958,0.7007984031936128,0.5576846307385229,0.6425149700598802,,0.45169660678642715,0.6161676646706586,,0.6634730538922156,0.6463073852295409,0.6299567531603459,0.7828343313373254,0.601996007984032,0.6616766467065869,0.670059880239521,0.6411177644710578,,0.7059880239520958,0.7007984031936128,0.5576846307385229,0.6425149700598802,,0.45169660678642715,0.6161676646706586,,0.6634730538922156,0.6463073852295409,0.6299567531603459,0.7828343313373254
23,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.5259946584701538,0,0.5259946584701538,0.5940119760479042,0.6652694610778443,0.670059880239521,0.6317365269461078,,0.7011976047904191,0.6950099800399202,0.5718562874251497,0.6357285429141717,,0.4818363273453094,0.6207584830339321,,0.6552894211576846,0.6471057884231537,0.6308216899534265,0.779441117764471,0.5940119760479042,0.6652694610778443,0.670059880239521,0.6317365269461078,,0.7011976047904191,0.6950099800399202,0.5718562874251497,0.6357285429141717,,0.4818363273453094,0.6207584830339321,,0.6552894211576846,0.6471057884231537,0.6308216899534265,0.779441117764471
17,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.6382678747177124,0,0.6382678747177124,0.5994011976047904,0.6540918163672654,0.675249500998004,0.6431137724550898,,0.7087824351297405,0.6990019960079841,0.5694610778443113,0.6311377245508982,,0.4750499001996008,0.6079840319361277,,0.6528942115768464,0.6395209580838324,0.6296407185628742,0.7790419161676647,0.5994011976047904,0.6540918163672654,0.675249500998004,0.6431137724550898,,0.7087824351297405,0.6990019960079841,0.5694610778443113,0.6311377245508982,,0.4750499001996008,0.6079840319361277,,0.6528942115768464,0.6395209580838324,0.6296407185628742,0.7790419161676647
31,distilbert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_fastalign,24544,24544,392704,392704,0.6121839880943298,0,0.6121839880943298,0.6163672654690618,0.6652694610778443,0.6702594810379241,0.6361277445109781,,0.7085828343313373,0.6964071856287425,0.5528942115768463,0.6540918163672654,,0.474251497005988,0.6087824351297405,,0.6606786427145709,0.6652694610778443,0.6340818363273454,0.7758483033932135,0.6163672654690618,0.6652694610778443,0.6702594810379241,0.6361277445109781,,0.7085828343313373,0.6964071856287425,0.5528942115768463,0.6540918163672654,,0.474251497005988,0.6087824351297405,,0.6606786427145709,0.6652694610778443,0.6340818363273454,0.7758483033932135
